governance_level,municipality_name,state_name,state_short,region,division,reform_mechanism,reform_phase,reform_type,legislative_number_policy_name,time_status,time_R,year,primary_source,secondary_source,description,latitude,longitude,type_plex,type_adu,type_tod,type_other,phase_approved,phase_denied_rejected,phase_early_process,phase_late_process,phase_ongoing,mechanism_ordinance,mechanism_intensive_effort,mechanism_ballot,mechanism_plan_update,washington_binary
Municipality,Atlanta,Georgia,GA,South,South Atlantic,Municipal Ordinance,Denied/Rejected,TOD Reform,Ordinance No. 21-O-0454,Last Action on 6/06/2021,2021-06-06,2021,https://atlantaciviccircle.org/2021/07/20/city-legislation-seeks-to-boost-residential-density-by-transit-stops/,http://atlantacityga.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3360&MediaPosition=&ID=24426&CssClass=,"The City Council of Atlanta was considering an ordinance which would have implemented a Transit Oriented Development (TOD) policy throughout the entire city. This ordinance would have worked principally through rezoning transit stops near high traffic stations. Specifically, Low-Density Residential zones within half a mile of high-capacity transit stations would have been upzoned to Multifamily Residential Multi-Use (MR-MU). The outcome was that the ordinance was essentially ""referred,"" meaning filed away, or softly struck down.",33.7489924,-84.3902644,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Municipality,Decatur,Georgia,GA,South,South Atlantic,Municipal Ordinance,Approved,Plex Reform,"""Missing Middle Housing"" Ordinance",Approved on 2/06/2023,2023-02-06,2023,"https://www.bizjournals.com/atlanta/news/2023/02/07/decatur-city-commission-missing-middle-final-vote.html#:~:text=At%20a%20Monday%20meeting%2C%20Decatur,converted%20into%20those%20new%20uses.",https://www.decaturga.com/sites/default/files/fileattachments/planning_and_zoning/page/16881/missing_middle_one_page_summary_decatur.pdf,"The Decatur City Commission, following a recommendation from its Affordable Housing Task Force, approved an ordinance which legalized Plex development on single-family zoned districts. This ordinance made at least two significant changes to the city's prior code. The first is that it allowed duplex and (up to 4-unit) walk-up flats to be built in single-family zoned areas, and the second is that it allowed single-family homes themselves to be converted into these missing middle housing types.",33.7737582,-84.296069,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Chicago,Illinois,IL,Midwest,East North Central,Municipal Ordinance,Approved,TOD Reform,Connected Communities Ordinance (Ordinance No. O2022-2000),Passed on 7/20/2022,2022-07-20,2022,https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2022/july/PassesConnectedCommunitiesOrdinance.html,https://chicago.legistar.com/LegislationDetail.aspx?ID=5706944&GUID=CED4A925-D5CF-4AD3-BF02-0F96AB8A4D4E&Options=Advanced&Search=,"The City of Chicago passed the Connected Communities Ordinance, which is a codification of a selection of equity-based improvements from a study made by the city of its preceding TOD policy. The ordinance itself is intended to make three changes. The first is to more equitably site TOD developments, without commensurately creating displacement. The second is to expand the policy's existent financial incentives. The third is to implement different ways of making streets safer for pedestrians, cyclists and transit users, around TOD sites.",41.8755616,-87.6244212,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Municipality,Chicago,Illinois,IL,Midwest,East North Central,Municipal Ordinance,Approved,ADU Reform,Ordinance No. SO2020-2850,Adopted on 12/16/2020,2020-12-16,2020,https://www.chicago.gov/city/en/depts/doh/provdrs/homeowners/svcs/adu-ordinance.html,https://chicago.legistar.com/LegislationDetail.aspx?GUID=F53670E9-CCC2-4EFD-887F-C8E0057FA7E5&ID=4577651,"The City of Chicago adopted an ordinance which permitted ADU construction in 5-pilot areas across the city. According to the ordinance, all R-residential zoned areas, except for the residential single-family zoned areas (RS-1), are permitted to have ADUs. Furthermore, ADUs may be accessory to a primary dwelling unit, or internal to it, or constructed on multifamily zoned districts as well; in the latter case, depending on the density of the lot, the ordinance permits up to 4-interior ADUs. The ordinance also has affordability standards which go into effect after the construction of 2 or more units.",41.8755616,-87.6244212,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Evanston,Illinois,IL,Midwest,East North Central,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 86-O-20,Adopted on 9/29/2020,2020-09-29,2020,https://www.washingtonpost.com/realestate/accessory-dwellings-offer-one-solution-to-the-affordable-housing-problem/2021/01/07/b7e48918-0417-11eb-897d-3a6201d6643f_story.html,https://library.municode.com/il/evanston/ordinances/code_of_ordinances?nodeId=1048614,"The City of Evanston adopted an ADU ordinance which made three central changes. The first is that it permitted both attached and detached ADUs in single-family zoned areas throughout the city. The second is that it specified a maximum size of 1,000 sqft for ADUs, which is slightly greater than most other jurisdictions. The third is that it specified that no additional parking space is required for adding an ADU to a lot.",42.0447388,-87.6930459,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Carmel,Indiana,IN,Midwest,East North Central,Municipal Ordinance,Denied/Rejected,ADU Reform,"""Accessory Dwelling Units"" Ordinance",Denied on 2/15/2021,2021-02-15,2021,https://www.indystar.com/story/news/local/hamilton-county/2021/02/18/carmel-city-council-rejects-granny-flats-accessory-dwelling-units-proposal/6798672002/,https://www.youarecurrent.com/2021/02/16/carmel-city-council-votes-not-to-change-process-for-adding-in-law-quarters/,"The City of Carmel was considering an ordinance which would have made ADUs more numerous and easy to build on single-family zoned land in the city. The ordinance would have accomplished this in two main changes. The first is that it would have reduced the difficulty of the ADU application process by removing the requirement to apply to the Board of Zoning Appeals for approval. The second is that it would have required that 20% of new residential lot development have an ADU. Due to conflict in the council, and dilutions of the original ordinance, the amended ordinance was eventually struck down in the council. The current process for constructing or converting an ADU in the city requires a homeowner interested in this form of development, to apply for approval through the Carmel Board of Zoning Appeals.",39.9788017,-86.1189257,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Municipality,South Bend,Indiana,IN,Midwest,East North Central,Municipal Ordinance,Approved,Other Reform,Article 21-07: Access & Parking,Adopted on 9/17/2021,2021-09-17,2021,"https://www.greaterohio.org/blog/2021/2/9/south-bend-indiana-council-votes-to-eliminate-parking-requirements-citywide#:~:text=Previously%2C%20the%20City%20of%20South,this%20change%20(Guevara%202021).",http://docs.southbendin.gov/WebLink/0/edoc/346088/21-07%20Access%20and%20Parking.pdf,"The Common Council of South Bend adopted an ordinance that removed mandatory parking minimums from the zoning code. The ordinance applies to both commercial and residential developments and follows an earlier city effort, in the year of the city-wide adoption, which saw the city remove parking minimums in the designated downtown of the jurisdiction.",41.6833813,-86.2500066,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Iowa City,Iowa,IA,Midwest,West North Central,Municipal Ordinance,Approved,Other Reform,Ordinance No. 21-4866,Adopted on 11/05/2021,2021-11-05,2021,https://www.icgov.org/project/form-based-zones-and-standards,https://www.press-citizen.com/story/news/2021/10/06/iowa-city-council-south-district-zoning-plan-clears-first-hurdle-form-based-code-affordable-housing/5952816001/,"The Iowa City Council adopted an ordinance which instituted a form-based code for 900 acres of residential land in the South District of the city. The ordinance itself was passed with the intention of creating capacity for mixed-use and missing middle housing such as duplex and fourplexes, in the area. A limitation with this ordinance is that it only permits form-based code in a small area of the city, within the South District in particular, and not throughout the entire jurisdiction.",41.6612561,-91.5299106,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Louisville,Kentucky,KY,South,East South Central,Municipal Ordinance,Approved,ADU Reform,"Ordinance No. 092, Series 2021",Passed on 6/24/2021,2021-06-24,2021,https://louisvilleky.gov/government/planning-design/accessory-dwelling-units-adu,https://louisvilleky.gov/planning-design/document/21-ldc-0004-accessory-dwelling-ordinance,"The Louisville Metro Council passed an ordinance which allowed both attached and detached ADU construction by-right in the metro, with special standards. A prior version of the code merely allowed ADUs to be established through a conditional-use permitting process, which made it considerably more difficult for them to be established. The ADU ordinance made three central changes. The first is that it allowed ADUs by-right with certain special standards. The second is that it created a provision deterring ADU construction or conversion for an absentee landlord. The third is that it prohibited ADU construction in environmentally constrained areas.",38.2542376,-85.759407,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Louisville,Kentucky,KY,South,East South Central,Intensive Zoning Code Effort,Early Process,"Plex Reform, Other Reform",Land Development Code Reform,Ongoing as of 7/06/2023,2023-07-06,2023,https://louisvilleky.gov/government/planning-design/land-development-code-reform,https://louisvilleky.gov/planning-design/document/pdsadvancingequity072220pdf,"The Louisville Metro Council is currently in early stages of implementing its Land Development Code (LDC) update, which will codify some of the changes established in their Plan 2040. In this code update, single-family zoning reform is situated as a priority. While it is unclear exactly the extent to which this general plan will considerably change the ubiquity of single family zoning in the jurisdiction, or land-use provisions more generally, the intention established in the planning process appears to be two-fold. First, the zoning code update will focus on missing middle housing, which may be constitutive of Plex reform, whereby the allowed density of single-family zoned areas are increase marginally. Second, the zoning code update will focus on establishing new form-based regions within the jurisdiction. Specified details of these efforts will be confirmed upon the adoption of the code update.",38.2542376,-85.759407,1,0,0,1,0,0,1,0,1,0,1,0,0,0
Municipality,Lexington,Kentucky,KY,South,East South Central,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 102-2021,Passed on 10/28/2021,2021-10-28,2021,https://www.imaginelexington.com/adu,https://library.municode.com/ky/lexington-fayette_county/ordinances/zoning_ordinance?nodeId=1116990,"The Urban County Council of the Lexington-Fayette Urban County Government, as a codification of their 2018 Comprehensive Plan, passed an ordinance focused on ADU reform in single-family zoned areas. This ordinance specifically allowed for the conversion of detached ADUs such as garages or barns, as well as construction of exterior and internal ADUs that are attached to a primary dwelling. Both types of ADUs are only permitted in single-family zoned areas. An important note is that the ordinance does require a pre-application conference with the planning department, before submitting a building permit application for the ADU.",38.0464066,-84.4970393,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Lexington,Kentucky,KY,South,East South Central,Municipal Ordinance,Approved,Other Reform,Ordinance No. 113-2022,Adopted on 10/27/2022,2022-10-27,2022,"https://www.strongtowns.org/journal/2023/1/24/lexington-uses-nationwide-precedent-to-repeal-parking-mandates#:~:text=In%20August%20of%202022%2C%20Lexington,that%20local%20businesses%20may%20suffer.",https://lexington.legistar.com/LegislationDetail.aspx?ID=5837158&GUID=FB59787D-28D4-4A55-8619-208BC62BF3D6&Options=&Search=,"The Urban County Planning Commission of Lexington-Fayette County adopted an ordinance that removed mandatory parking minimums from the zoning code. The ordinance made three changes. First, it consolidated all of the disparate locations of the code where parking standards were mentioned. Second, it removed the minimum parking standards for new developmental projects. Third, it increased tree canopy and vehicle use requirements for parking lots. The jurisdiction joins a growing list of others who have removed parking minimums from a green-climate, walkability, and housing perspective.",38.0464066,-84.4970393,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Lafayette,Louisiana,LA,South,West South Central,Municipal Ordinance,Approved,Other Reform,Lafayette Downtown Code,Amended on 3/01/2015,2015-03-01,2015,https://www.cnu.org/publicsquare/2019/06/18/buffalo-and-lafayette-lead-way-form-based-codes,www.downtownlafayette.org/wp-content/uploads/Downtown-Lafayette-Code-2015-03-01-web.pdf,"The Lafayette City Council passed a form-based amendment to their downtown code. The code update implemented a form-based design, which centers the physical form of a place as opposed to a concrete code, to encourage mixed-use development. A limitation with this code update to the Downtown Plan is that the revision itself, clearly, only pertains to the downtown area of the city, and it does not at all alter single-family zoning throughout the entirety of the city.",30.2043259,-92.0298813,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Auburn,Maine,ME,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 18-04052021,Adopted on 5/03/2021,2021-05-03,2021,https://www.auburnmaine.gov/postings/blogs/detail/Auburn-Approves-Secondary-Dwelling-Units,https://library.municode.com/me/auburn/codes/code_of_ordinances?nodeId=PTIICOOR_CH60ZO_ARTIIGEPR_S60-34BUPELO,"The City Council of Auburn Maine adopted an ADU ordinance which made three principal changes. The first is that it expanded permitted ADU types from merely internal or attached ADUs, to detached ADUs. The second is that it removed normal size limits and greatly increased the height limits for established ADUs, so that the accessory unit can ultimately be larger than the principal dwelling. The third is that it specified that these units can be built on both single-family zoned land and also land zoned for duplexes.",44.0978509,-70.2311655,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Auburn,Maine,ME,Northeast,New England,Municipal Ordinance,Approved,Other Reform,Ordinance No. 19-07182022,Adopted on 3/21/2022,2022-03-21,2022,https://better-cities.org/wp-content/uploads/2022/08/BCP-Auburn-case-study.pdf,https://library.municode.com/me/auburn/codes/code_of_ordinances?nodeId=PTIICOOR_CH60ZO_ARTIVDIRE_DIV3LODECOREDI,"The City Council of Auburn Maine adopted a form-based code ordinance, which we have characterized as a reform type of Other, in our type classification. This ordinance made two main changes. The first is that it rezoned just over 1,500 acres in the central part of the city to make the land more amenable to mixed-use development. The second is that, instead of implementing many regulations to this district, the city merely set the density standard of this district to 16 dwelling units per acre - which allows for somewhat dense multifamily housing.",44.0978509,-70.2311655,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,South Portland,Maine,ME,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 4-22/23,Passed on 11/01/2022,2022-11-01,2022,https://www.pressherald.com/2022/11/03/south-portland-removes-restrictions-on-in-law-apartments/,https://www.southportland.org/files/6516/7580/1788/CH_27__Zoning_with_New_TOC_format.pdf,The City Council of South Portland passed an ordinance that permitted ADUs on all residential zoned land throughout the city. The ordinance made three changes. The first is that it removed the administrative barrier of a Planning Board public hearing which was prior required to gain approval. The second is that it removed the parking requirements prior associated with ADU construction or conversion. The third is that it specified that owner occupancy is required for establishing an ADU.,43.6414716,-70.2408811,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Baltimore,Maryland,MD,South,South Atlantic,Municipal Ordinance,Early Process,Plex Reform,Abundant Housing Act (Ord No. 22-0285),Ongoing as of 7/06/2023,2023-07-06,2023,https://ggwash.org/view/87994/two-bills-aim-to-tackle-baltimores-housing-shortage,https://baltimore.legistar.com/LegislationDetail.aspx?ID=5845395&GUID=14D78850-8A86-4317-AA8C-A9003052FFDB&Options=&Search=,"The City of Baltimore is considering an ordinance that seeks to lay the way for missing middle housing, particularly through Plex development. Conditional on its adoption, this ordinance will institute three changes. The first is that it will allow for low-density multi-family housing, or duplex to fourplex development, on single-family zoned areas. The second is that it will allow greater density in locations closer to public transportation hubs. The third is that it will remove parking minimums related to residential development. According to the City of Baltimore – as of May 18th, 2023 – the ordinance has had its first public hearing and will then progress to the city council committee which is assigned to it and which will subsequently review it.",39.2908816,-76.610759,1,0,0,0,0,0,1,0,1,1,0,0,0,0
Municipality,Cambridge,Massachusetts,MA,Northeast,New England,Municipal Ordinance,Approved,Other Reform,Ordinance No. 2022-5,Passed on 10/24/2022,2022-10-24,2022,https://mass.streetsblog.org/2022/10/25/cambridge-repeals-all-minimum-car-parking-requirements-for-new-buildings/,https://library.municode.com/ma/cambridge/ordinances/zoning_ordinance?nodeId=1182012,"The City of Cambridge passed an ordinance which removed minimum parking requirements from their zoning code. Specifically, it removed off-street parking requirements that had prior existed as a condition of development. The reasoning for this removal, as much research has shown, is that parking minimums make development more expensive, raise rents, and reduce the total units established for a given project; much research establishes that it is also misuse space, and encourage dependence on automobiles.",42.3655767,-71.1040018,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Boston,Massachusetts,MA,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,Text Amendment No. 440,Passed on 5/08/2019,2019-05-08,2019,"https://www.boston.gov/departments/housing/addition-dwelling-units/adu-program#:~:text=The%20Additional%20Dwelling%20Unit%20Program,to%20build%20approved%20ADU%20designs.",https://library.municode.com/ma/boston/ordinances/redevelopment_authority?nodeId=955682,"The City of Boston adopted an ordinance, which codified a prior 18-month long pilot program, that allowed internal ADUs in lots that have 1-3 units. The ordinance itself did not allow for the conversion of an external structure on a single-family lot, nor for the construction of an ADU from scratch. Therefore, due to this ordinance only permitting an ADU so long as it works within the existing dimensions of the primary residence, it might be seen as being limited in comparison to other ordinances, which legalize lot splits and detached ADU construction.",42.3554334,-71.060511,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Greenfield,Massachusetts,MA,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,Ordinance No. FY 17-024,Adopted on 8/17/2016,2016-08-17,2016,https://www.recorder.com/First-accessory-dwelling-unit-Greenfield-5099243,https://berkeley.box.com/s/dfjx4f0efcpvthslnypy79nvowq88o4f,"The City Council of Greenfield adopted an ADU ordinance which allowed both attached and detached ADUs in single-family land across the city. The major limitation of this ordinance was that it required a special permit in order for an ADU to be established in any given lot. The special permit process, as opposed to a ministerial review process, is not enclosed from community input - so by its nature, this first ordinance opened up a space in the approval process for community obstruction, which had the outcome of reducing the effectiveness of this measure.",42.5876342,-72.6002068,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Greenfield,Massachusetts,MA,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,Ordinance No. FY 21-026,Adopted 11/18/2020,2020-11-18,2020,https://www.recorder.com/Accessory-dwelling-units-now--by-right--in-Greenfield-35025119,https://berkeley.box.com/s/qegxjl0uxj8y8117apl593motlth6tao,"The City Council of Greenfield adopted an ADU ordinance which amended their prior ADU policy. The main change that this ordinance made was that it removed the requirement for securing a special permit for attached and internal ADUs, which the earlier ADU ordinance had instated, and which generally makes establishing ADUs more difficult. A caveat is that a detached ADU still requires a special permit. This ordinance can be summarized in three parts. First, it allows both attached and detached ADUs on single-family zoned land. Second, it requires owner occupancy for establishing and continuing to rent an ADU. And third, it requires 2 off-street parking spots for a new ADU.",42.5876342,-72.6002068,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Somerville,Massachusetts,MA,Northeast,New England,Intensive Zoning Code Effort,Approved,"ADU Reform, Other Reform",Ordinance No. 2019-25,Passed on 12/12/2019,2019-12-12,2019,https://www.somervillema.gov/news/somerville-city-council-administration-pass-citys-first-zoning-overhaul-30-years,"https://library.municode.com/ma/somerville/codes/zoning_ordinances?nodeId=01%20-%20Somerville,%20MA%20Zoning%20Ordinance","The City Council of Somerville passed an zoning code update, which was brought to the city by means of a ""citizen petition."" The ordinance fulfilled numerous directives of its Master Plan, but there are three central and important changes which it made. The first is that it increased the affordability requirements to 20% for many new developments in the city, which improved its prior inclusionary zoning policy. The second is that it permitted backyard cottages on most residentially zoned land. The third is that it implemented a form-based code throughout the entirety of the jurisdiction.",42.3875968,-71.0994968,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Municipality,Grand Rapids,Michigan,MI,Midwest,East North Central,Intensive Zoning Code Effort,Approved,Other Reform,Grand Rapids Zoning Ordinance,Passed on 11/05/2007,2007-11-05,2007,https://ternercenter.berkeley.edu/wp-content/uploads/2020/08/Lessons_in_Land_Use_Reform.pdf,https://www.mml.org/pdf/information/form%20based%20code%20-%20Grand%20Rapids%20-%20MMR%20article%202008.pdf,"The City Council of Grand Rapids passed a form-based code throughout the entirety of the city. The purpose of this early form-based reform was to allow more multi-family construction in lower density residential areas, and provide more flexible uses for property owners and businesses. While form-based reforms still implicitly depend on exclusionary frameworks of ""community character"" in order to function, and may therefore be subject to certain limitations, they are generally seen as changes that allow for more flexibility in land use and development, especially when compared with restrictive code-based or Euclidean zoning.",42.9632425,-85.6678639,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Municipality,Grand Rapids,Michigan,MI,Midwest,East North Central,Municipal Ordinance,Approved,Plex Reform,Ordinance No. 2019-09,Adopted on 3/26/2019,2019-03-26,2019,https://www.mlive.com/news/grand-rapids/2019/03/city-approves-3-measures-aimed-at-increasing-affordable-housing.html,https://library.municode.com/mi/grand_rapids/ordinances/code_of_ordinances?nodeId=950340,"The City Council of Grand Rapids passed a set of ordinances which changed its zoning code in three considerable ways. This is one of those ordinances, and it focused principally on Plex development on single-family land. This ordinance instituted two major changes. The first is that it permitted the construction or conversion of duplexes on corner lots in single-family zoned areas. The second is that it reduced the square footage requirements for these corner lot duplexes.",42.9632425,-85.6678639,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Grand Rapids,Michigan,MI,Midwest,East North Central,Municipal Ordinance,Approved,"TOD Reform, Other Reform",Ordinance No. 2019-10,Adopted on 3/26/2019,2019-03-26,2019,https://www.mlive.com/news/grand-rapids/2019/03/city-approves-3-measures-aimed-at-increasing-affordable-housing.html,https://library.municode.com/mi/grand_rapids/ordinances/code_of_ordinances?nodeId=950341,"The City Council of Grand Rapids passed a set of ordinances which changed its zoning code in three considerable ways. This is one of those ordinances, and it focused principally on inclusionary zoning and incentivizing rental housing construction near transit. The ordinance established three major sets of bonuses for certain rental housing construction. The first are configured to increase affordable housing construction. The second are configured to increase rental housing construction near transit lines. And the third are configured to increase mixed-income housing.",42.9632425,-85.6678639,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Municipality,Grand Rapids,Michigan,MI,Midwest,East North Central,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 2019-11,Passed on 3/26/2019,2019-03-26,2019,https://www.mlive.com/news/grand-rapids/2019/03/city-approves-3-measures-aimed-at-increasing-affordable-housing.html,https://library.municode.com/mi/grand_rapids/ordinances/code_of_ordinances?nodeId=950345,"The City Council of Grand Rapids passed a set of ordinances which changed its zoning code in three considerable ways. This is one of those ordinances, and it focused principally on ADU development on single-family land. This particular ordinance has a major limitation, in that it instituted a provision for a public hearing process, which is a process wherein neighbors within 300ft of a prospective ADU development are notified, and can delay the project through public hearings. This provision is likely to reduce the effectiveness of the ordinance, and limit the extent to which ADUs may be realized in the city. Though this is the case, even with the current public hearing provision, the ADU application process is easier than it was earlier in the city, wherein there was a special land use application process required for ADUs.",42.9632425,-85.6678639,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Ann Arbor,Michigan,MI,Midwest,East North Central,Municipal Ordinance,Approved,ADU Reform,Amendments to the Accessory Dwelling Unit Requirement,Passed on 6/07/2021,2021-06-07,2021,https://www.mlive.com/news/ann-arbor/2021/06/ann-arbor-opens-door-to-more-accessory-apartments-in-neighborhoods.html,https://www.a2gov.org/departments/planning/Documents/Planning/ADU%20Ordinance%20Amendments%20(1).pdf,"The City Council of Ann Arbor passed an amendment of its zoning code, which reformed the city's ADU provisions. The ordinance made three central updates. The first is that it expanded the total eligible properties wherein one might construct or convert an ADU. The second is that is generally reduced restrictions in the application and approval process. The third is that it reduced the parking minimum, but still requires at least one off-street parking spot for an ADU if the lot isn't within a 1/4 mile of a bus stop.",42.2681569,-83.7312291,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Ann Arbor,Michigan,MI,Midwest,East North Central,Intensive Zoning Code Effort,Approved,TOD Reform,Ordinance No. ORD-21-19,Approved on 7/06/2021,2021-07-06,2021,https://www.michigandaily.com/news/some-ann-arbor-residents-share-concerns-about-tc1-rezoning-proposal-ahead-of-city-council-vote/,http://a2gov.legistar.com/LegislationDetail.aspx?ID=4966621&GUID=4E34C6AE-E4A5-4DC4-B460-124B943D8D79&Options=&Search=&FullText=1  media: https://www.mlive.com/news/ann-arbor/2021/07/ann-arbor-oks-high-density-zoning-for-transit-corridors-but-not-without-drama.html,"The City of Ann Arbor approved a transit-oriented development (TOD ordinance). First, the ordinance created a new district, the Transit Corridor (TC1) district, in order to facilitate transit oriented development in the jurisdiction. This district is intended to create at least two-story housing close to transit, with the purposes of encouraging infill development, expanding multi-family housing variety and option, and generate walkable and mobile communities.",42.2681569,-83.7312291,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Municipality,Saint Paul,Minnesota,MN,Midwest,West North Central,Municipal Ordinance,Approved,"Plex Reform, Other Reform",Ordinance No. 22-1,Adopted on 1/19/2022,2022-01-19,2022,https://www.stpaul.gov/departments/safety-inspections/building-and-construction/construction-permits-and-inspections/building-permits-inspections/accessory-dwelling-units,https://www.stpaul.gov/sites/default/files/2022-01/CC%20Ordinance%2022-1%201-4%20Unit%20Housing%20Study%20Phase%201.pdf,"The City of Saint Paul passed an ordinance which updated their zoning code to be more conducive to ADU development, in line with the recommendations from their earlier 1-4 Unit Infill Housing Zoning Study. The city first allowed a narrow scope of the city to have ADUs in 2016, and then expanded ADUs to the entire city in 2018. This ordinance is an extension of those prior ordinances, and the current state of ADUs in the jurisdiction are as follows. First, ADUs are allowed on all single-family zoned districts throughout the city. Second, the owner occupancy requirement is no longer required for establishing an ADU. Third, a maximum of three ADUs can be built on lots containing one to two-family dwelling, so long as the maximum size is under 1,200sqft.",44.9497487,-93.0931028,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Minneapolis,Minnesota,MN,Midwest,West North Central,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 2014-116,Approved on 12/08/2014,2014-12-08,2014,https://www.minnpost.com/politics-policy/2017/05/inside-one-minneapolis-first-and-coolest-accessory-dwelling-units/,https://lims.minneapolismn.gov/file/2014-00660,"The City of Minneapolis passed a series of ordinances to permit ADUs throughout the city. Due to the piecemeal nature of these ordinances, and the fact that only comprehensively do they really amount to an ADU reform, we have identified the single most important ordinance out of the series of 7-ordinances present in the broader effort. The ordinance made three central changes. The first is that it allowed ADUs on what was prior single-family zoned land throughout the city. The second is that it specified an owner-occupancy requirement for the construction or conversion of an ADU. The third is that it specified that no additional parking spot need be required for ADUs.",44.9772995,-93.2654692,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Minneapolis,Minnesota,MN,Midwest,West North Central,General Plan Update,Approved,"ADU Reform, Plex Reform, Other Reform",Minneapolis 2040 Plan,Adopted on 10/25/2019,2019-10-25,2019,https://tcf.org/content/report/minneapolis-ended-single-family-zoning/,https://minneapolis2040.com/,"The City of Minneapolis adopted the Minneapolis 2040 Plan, which prospectively eliminated single-family zoning, and set the grounds for other zoning code changes. It is often seen as emblematic of contemporary zoning reform on a national level. This plan has set the stage to make three major changes in the city. First, up to triplexes would be permitted on prior single-family zoned districts. Second, density limits would be raised for apartment development surrounding transit stops and stations. Third, mandatory parking minimums would be removed from the code.",44.9772995,-93.2654692,1,1,0,1,1,0,0,0,0,0,0,0,1,0
Municipality,Minneapolis,Minnesota,MN,Midwest,West North Central,Municipal Ordinance,Approved,Plex Reform,Ordinance No. 2019-048,Approved on 11/13/2019,2019-11-13,2019,https://www.huduser.gov/portal/rbc/indepth/interior-031021.html,https://library.municode.com/mn/minneapolis/ordinances/code_of_ordinances?nodeId=990479,"The City of Minneapolis adopted the Minneapolis 2040 Plan, which prospectively eliminated single-family zoning, and set the grounds for other zoning code changes. This is one of the ordinances which followed up after the plan, to codify it. The ordinance is focused on Plex reform and made two main changes. The first is that it removed single and two-family codes from the zoning code and replaces it with the ""Multiple Family District"" code. The second is that it allowed for up to triplexes to be built on this expanded residential code, across the city.",44.9772995,-93.2654692,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Minneapolis,Minnesota,MN,Midwest,West North Central,Municipal Ordinance,Approved,Other Reform,Ordinance No. 2019-067,Approved on 12/16/2019,2019-12-16,2019,https://www.huduser.gov/portal/rbc/indepth/interior-031021.html,https://library.municode.com/mn/minneapolis/ordinances/code_of_ordinances?nodeId=995793,"The City of Minneapolis adopted the Minneapolis 2040 Plan, which prospectively eliminated single-family zoning, and set the grounds for other zoning code changes. This is one of the ordinances which followed up after the plan, to codify it. This ordinance focused on inclusionary zoning reform and made one central change: in order for a rental development with over 20-units to be approved, it must make a certain number of their units affordable.",44.9772995,-93.2654692,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Minneapolis,Minnesota,MN,Midwest,West North Central,Municipal Ordinance,Approved,Other Reform,Ordinance No. 2021-023,Approved on 5/17/2021,2021-05-17,2021,https://www.startribune.com/minneapolis-city-council-unanimously-eliminates-parking-requirements/600057275/?refresh=true,https://library.municode.com/mn/minneapolis/ordinances/code_of_ordinances?nodeId=1086665,"The City of Minneapolis approved an ordinance to remove parking minimums throughout the city. Removing parking minimums is seen by some as being conducive to creating cities that are less car dependent; it is also seen as a policy lever which reduces wasted space, as well as the costs associated with a development, which may have impacts on the total number of units built, and their associated rental costs.",44.9772995,-93.2654692,0,0,0,1,1,0,0,0,0,1,0,0,0,0
